NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
"PARIS MONTSOURIS, FR",2/4/1984,,,46,53,42
"PARIS MONTSOURIS, FR",3/16/1984,,,42,54,36
"PARIS MONTSOURIS, FR",3/17/1984,,,39,49,34
"PARIS MONTSOURIS, FR",3/18/1984,,,42,49,35
"PARIS MONTSOURIS, FR",3/19/1984,,,44,51,35
"PARIS MONTSOURIS, FR",3/20/1984,,,45,55,36
"PARIS MONTSOURIS, FR",3/21/1984,,,48,57,37
"PARIS MONTSOURIS, FR",3/22/1984,,,49,57,39
"PARIS MONTSOURIS, FR",3/23/1984,,,50,58,39
"PARIS MONTSOURIS, FR",3/24/1984,,,46,58,45
"PARIS MONTSOURIS, FR",3/25/1984,,,45,51,40
"PARIS MONTSOURIS, FR",3/26/1984,,,46,51,42
"PARIS MONTSOURIS, FR",3/27/1984,,,46,52,42
"PARIS MONTSOURIS, FR",3/28/1984,,,50,55,45
"PARIS MONTSOURIS, FR",3/30/1984,,,47,55,39
"PARIS MONTSOURIS, FR",3/31/1984,,,48,56,40
"PARIS MONTSOURIS, FR",4/1/1984,,,39,53,
"PARIS MONTSOURIS, FR",4/2/1984,,,39,45,34
"PARIS MONTSOURIS, FR",4/4/1984,,,44,50,36
"PARIS MONTSOURIS, FR",4/5/1984,,,42,50,40
"PARIS MONTSOURIS, FR",4/6/1984,,,42,45,39
"PARIS MONTSOURIS, FR",4/7/1984,,,45,49,43
"PARIS MONTSOURIS, FR",4/8/1984,,,45,49,42
"PARIS MONTSOURIS, FR",4/9/1984,,,47,52,40
"PARIS MONTSOURIS, FR",4/10/1984,,,44,53,39
"PARIS MONTSOURIS, FR",4/11/1984,,,46,54,38
"PARIS MONTSOURIS, FR",4/12/1984,,,51,56,45
"PARIS MONTSOURIS, FR",4/13/1984,,,52,61,40
"PARIS MONTSOURIS, FR",4/14/1984,,,58,70,43
"PARIS MONTSOURIS, FR",4/15/1984,,,60,70,49
"PARIS MONTSOURIS, FR",4/17/1984,,,50,57,40
"PARIS MONTSOURIS, FR",4/18/1984,,,54,61,41
"PARIS MONTSOURIS, FR",4/20/1984,,,62,70,48
"PARIS MONTSOURIS, FR",4/21/1984,,,67,78,50
"PARIS MONTSOURIS, FR",4/22/1984,,,69,,53
"PARIS MONTSOURIS, FR",4/23/1984,,,69,79,55
"PARIS MONTSOURIS, FR",4/24/1984,,,68,78,54
"PARIS MONTSOURIS, FR",4/25/1984,,,64,77,55
"PARIS MONTSOURIS, FR",4/26/1984,,,67,77,52
"PARIS MONTSOURIS, FR",4/27/1984,,,63,77,49
"PARIS MONTSOURIS, FR",4/28/1984,,,59,72,47
"PARIS MONTSOURIS, FR",4/29/1984,,,53,67,43
"PARIS MONTSOURIS, FR",4/30/1984,,,57,65,43
"PARIS MONTSOURIS, FR",5/1/1984,,,58,66,45
"PARIS MONTSOURIS, FR",5/2/1984,,,52,66,49
"PARIS MONTSOURIS, FR",5/4/1984,,,59,64,49
"PARIS MONTSOURIS, FR",5/5/1984,,,61,68,50
"PARIS MONTSOURIS, FR",5/6/1984,,,57,68,50
"PARIS MONTSOURIS, FR",5/7/1984,,,44,63,
"PARIS MONTSOURIS, FR",5/8/1984,,,48,56,40
"PARIS MONTSOURIS, FR",5/9/1984,,,50,56,40
"PARIS MONTSOURIS, FR",5/10/1984,,,50,56,41
"PARIS MONTSOURIS, FR",5/12/1984,,,48,54,44
"PARIS MONTSOURIS, FR",5/13/1984,,,49,54,46
"PARIS MONTSOURIS, FR",5/14/1984,,,49,51,47
"PARIS MONTSOURIS, FR",5/16/1984,,,56,62,50
"PARIS MONTSOURIS, FR",5/17/1984,,,57,63,50
"PARIS MONTSOURIS, FR",5/18/1984,,,59,68,43
"PARIS MONTSOURIS, FR",5/19/1984,,,53,68,50
"PARIS MONTSOURIS, FR",5/20/1984,,,56,65,50
"PARIS MONTSOURIS, FR",5/21/1984,,,49,65,47
"PARIS MONTSOURIS, FR",5/22/1984,,,55,61,50
"PARIS MONTSOURIS, FR",5/23/1984,,,58,65,43
"PARIS MONTSOURIS, FR",5/24/1984,,,58,65,49
"PARIS MONTSOURIS, FR",5/25/1984,,,54,65,
"PARIS MONTSOURIS, FR",5/27/1984,,,49,62,
"PARIS MONTSOURIS, FR",5/28/1984,,,50,57,41
"PARIS MONTSOURIS, FR",5/30/1984,,,58,66,48
"PARIS MONTSOURIS, FR",5/31/1984,,,61,66,51
"PARIS MONTSOURIS, FR",6/2/1984,,,59,64,47
"PARIS MONTSOURIS, FR",6/4/1984,,,56,61,50
"PARIS MONTSOURIS, FR",6/6/1984,,,59,65,48
"PARIS MONTSOURIS, FR",6/8/1984,,,59,67,52
"PARIS MONTSOURIS, FR",6/9/1984,,,63,71,53
"PARIS MONTSOURIS, FR",6/10/1984,,,68,76,53
"PARIS MONTSOURIS, FR",6/13/1984,,,68,76,56
"PARIS MONTSOURIS, FR",6/15/1984,,,66,72,59
"PARIS MONTSOURIS, FR",6/16/1984,,,68,74,54
"PARIS MONTSOURIS, FR",6/17/1984,,,70,78,56
"PARIS MONTSOURIS, FR",6/18/1984,,,74,83,60
"PARIS MONTSOURIS, FR",6/19/1984,,,76,83,63
"PARIS MONTSOURIS, FR",6/20/1984,,,76,84,66
"PARIS MONTSOURIS, FR",6/21/1984,,,74,84,68
"PARIS MONTSOURIS, FR",6/22/1984,,,65,78,57
"PARIS MONTSOURIS, FR",6/23/1984,,,63,72,57
"PARIS MONTSOURIS, FR",6/24/1984,,,60,70,57
"PARIS MONTSOURIS, FR",6/25/1984,,,65,72,51
"PARIS MONTSOURIS, FR",6/26/1984,,,67,75,58
"PARIS MONTSOURIS, FR",6/27/1984,,,72,80,
"PARIS MONTSOURIS, FR",6/28/1984,,,65,80,58
"PARIS MONTSOURIS, FR",6/29/1984,,,62,71,53
"PARIS MONTSOURIS, FR",6/30/1984,,,63,70,54
"PARIS MONTSOURIS, FR",7/1/1984,,,62,71,52
"PARIS MONTSOURIS, FR",7/2/1984,,,66,72,56
"PARIS MONTSOURIS, FR",7/3/1984,,,60,72,52
"PARIS MONTSOURIS, FR",7/4/1984,,,64,70,51
"PARIS MONTSOURIS, FR",7/5/1984,,,66,75,54
"PARIS MONTSOURIS, FR",7/6/1984,,,73,81,57
"PARIS MONTSOURIS, FR",7/7/1984,,,77,84,
"PARIS MONTSOURIS, FR",7/8/1984,,,80,91,62
"PARIS MONTSOURIS, FR",7/9/1984,,,81,91,67
"PARIS MONTSOURIS, FR",7/14/1984,,,63,69,60
"PARIS MONTSOURIS, FR",7/15/1984,,,63,68,58
"PARIS MONTSOURIS, FR",7/16/1984,,,61,67,53
"PARIS MONTSOURIS, FR",7/17/1984,,,65,72,53
"PARIS MONTSOURIS, FR",7/18/1984,,,68,75,55
"PARIS MONTSOURIS, FR",7/19/1984,,,64,75,
"PARIS MONTSOURIS, FR",7/20/1984,,,67,75,53
"PARIS MONTSOURIS, FR",7/21/1984,,,69,80,54
"PARIS MONTSOURIS, FR",7/23/1984,,,76,,61
"PARIS MONTSOURIS, FR",7/25/1984,,,70,83,63
"PARIS MONTSOURIS, FR",7/26/1984,,,62,77,58
"PARIS MONTSOURIS, FR",7/27/1984,,,69,78,55
"PARIS MONTSOURIS, FR",7/29/1984,,,77,87,61
"PARIS MONTSOURIS, FR",7/30/1984,,,82,95,64
"PARIS MONTSOURIS, FR",7/31/1984,,,67,95,
"PARIS MONTSOURIS, FR",8/1/1984,,,69,76,58
"PARIS MONTSOURIS, FR",8/2/1984,,,70,76,64
"PARIS MONTSOURIS, FR",8/3/1984,,,62,76,60
"PARIS MONTSOURIS, FR",8/4/1984,,,67,76,54
"PARIS MONTSOURIS, FR",8/5/1984,,,63,76,56
"PARIS MONTSOURIS, FR",8/6/1984,,,64,,54
"PARIS MONTSOURIS, FR",8/8/1984,,,63,72,55
"PARIS MONTSOURIS, FR",8/9/1984,,,66,74,57
"PARIS MONTSOURIS, FR",8/11/1984,,,61,71,54
"PARIS MONTSOURIS, FR",8/12/1984,,,64,70,56
"PARIS MONTSOURIS, FR",8/13/1984,,,68,74,58
"PARIS MONTSOURIS, FR",8/14/1984,,,66,75,62
"PARIS MONTSOURIS, FR",8/15/1984,,,64,74,59
"PARIS MONTSOURIS, FR",8/17/1984,,,71,78,62
"PARIS MONTSOURIS, FR",8/18/1984,,,72,82,59
"PARIS MONTSOURIS, FR",8/19/1984,,,76,85,61
"PARIS MONTSOURIS, FR",8/20/1984,,,76,85,62
"PARIS MONTSOURIS, FR",8/21/1984,,,77,86,63
"PARIS MONTSOURIS, FR",8/22/1984,,,73,86,68
"PARIS MONTSOURIS, FR",8/25/1984,,,66,76,61
"PARIS MONTSOURIS, FR",8/26/1984,,,66,72,60
"PARIS MONTSOURIS, FR",8/28/1984,,,69,77,59
"PARIS MONTSOURIS, FR",8/29/1984,,,68,77,60
"PARIS MONTSOURIS, FR",8/30/1984,,,72,81,57
"PARIS MONTSOURIS, FR",8/31/1984,,,69,81,63
"PARIS MONTSOURIS, FR",9/1/1984,,,70,79,59
"PARIS MONTSOURIS, FR",9/3/1984,,,70,89,64
"PARIS MONTSOURIS, FR",9/5/1984,,,56,67,53
"PARIS MONTSOURIS, FR",9/6/1984,,,57,63,49
"PARIS MONTSOURIS, FR",9/7/1984,,,54,63,50
"PARIS MONTSOURIS, FR",9/9/1984,,,63,68,57
"PARIS MONTSOURIS, FR",9/10/1984,,,59,68,54
"PARIS MONTSOURIS, FR",9/11/1984,,,60,65,51
"PARIS MONTSOURIS, FR",9/12/1984,,,66,71,60
"PARIS MONTSOURIS, FR",9/13/1984,,,67,75,58
"PARIS MONTSOURIS, FR",9/14/1984,,,62,75,58
"PARIS MONTSOURIS, FR",9/15/1984,,,58,67,57
"PARIS MONTSOURIS, FR",9/17/1984,,,60,65,57
"PARIS MONTSOURIS, FR",9/18/1984,,,59,66,55
"PARIS MONTSOURIS, FR",9/19/1984,,,59,66,50
"PARIS MONTSOURIS, FR",9/20/1984,,,59,65,55
"PARIS MONTSOURIS, FR",9/22/1984,,,54,61,49
"PARIS MONTSOURIS, FR",9/23/1984,,,53,61,49
"PARIS MONTSOURIS, FR",9/25/1984,,,55,60,48
"PARIS MONTSOURIS, FR",9/28/1984,,,61,72,51
"PARIS MONTSOURIS, FR",10/3/1984,,,52,60,46
"PARIS MONTSOURIS, FR",10/5/1984,,,53,57,50
"PARIS MONTSOURIS, FR",10/7/1984,,,54,61,47
"PARIS MONTSOURIS, FR",10/8/1984,,,58,62,53
"PARIS MONTSOURIS, FR",10/9/1984,,,61,64,57
"PARIS MONTSOURIS, FR",10/11/1984,,,61,63,58
"PARIS MONTSOURIS, FR",10/13/1984,,,52,59,48
"PARIS MONTSOURIS, FR",10/14/1984,,,53,63,45
"PARIS MONTSOURIS, FR",10/16/1984,,,58,67,53
"PARIS MONTSOURIS, FR",10/18/1984,,,56,60,52
"PARIS MONTSOURIS, FR",10/20/1984,,,54,61,47
"PARIS MONTSOURIS, FR",10/23/1984,,,58,60,
"PARIS MONTSOURIS, FR",10/24/1984,,,56,61,51
"PARIS MONTSOURIS, FR",10/27/1984,,,51,60,44
"PARIS MONTSOURIS, FR",10/28/1984,,,51,59,46
"PARIS MONTSOURIS, FR",10/30/1984,,,55,65,48
"PARIS MONTSOURIS, FR",10/31/1984,,,55,67,44
"PARIS MONTSOURIS, FR",11/1/1984,,,56,67,48
"PARIS MONTSOURIS, FR",11/2/1984,,,55,67,46
"PARIS MONTSOURIS, FR",11/3/1984,,,51,66,
"PARIS MONTSOURIS, FR",11/4/1984,,,45,59,37
"PARIS MONTSOURIS, FR",11/5/1984,,,45,56,43
"PARIS MONTSOURIS, FR",11/6/1984,,,54,59,49
"PARIS MONTSOURIS, FR",11/7/1984,,,52,59,47
"PARIS MONTSOURIS, FR",11/8/1984,,,59,64,52
"PARIS MONTSOURIS, FR",11/9/1984,,,59,64,52
"PARIS MONTSOURIS, FR",11/10/1984,,,57,63,51
"PARIS MONTSOURIS, FR",11/11/1984,,,56,64,51
"PARIS MONTSOURIS, FR",11/12/1984,,,53,64,45
"PARIS MONTSOURIS, FR",11/13/1984,,,53,64,48
"PARIS MONTSOURIS, FR",11/14/1984,,,51,56,50
"PARIS MONTSOURIS, FR",11/15/1984,,,46,52,
"PARIS MONTSOURIS, FR",11/16/1984,,,44,50,38
"PARIS MONTSOURIS, FR",11/17/1984,,,44,47,44
"PARIS MONTSOURIS, FR",11/18/1984,,,44,48,39
"PARIS MONTSOURIS, FR",11/19/1984,,,49,50,47
"PARIS MONTSOURIS, FR",11/20/1984,,,49,53,45
"PARIS MONTSOURIS, FR",11/25/1984,,,53,57,50
"PARIS MONTSOURIS, FR",11/26/1984,,,48,56,47
"PARIS MONTSOURIS, FR",11/27/1984,,,40,50,34
"PARIS MONTSOURIS, FR",11/30/1984,,,53,63,42
"PARIS MONTSOURIS, FR",12/1/1984,,,54,63,51
"PARIS MONTSOURIS, FR",12/2/1984,,,45,58,
"PARIS MONTSOURIS, FR",12/4/1984,,,46,50,43
"PARIS MONTSOURIS, FR",12/5/1984,,,49,53,46
"PARIS MONTSOURIS, FR",12/6/1984,,,44,53,39
"PARIS MONTSOURIS, FR",12/7/1984,,,39,47,36
"PARIS MONTSOURIS, FR",12/8/1984,,,43,46,42
"PARIS MONTSOURIS, FR",12/9/1984,,,47,48,43
"PARIS MONTSOURIS, FR",12/10/1984,,,47,50,45
"PARIS MONTSOURIS, FR",12/11/1984,,,40,50,
"PARIS MONTSOURIS, FR",12/14/1984,,,47,51,44
"PARIS MONTSOURIS, FR",12/16/1984,,,42,47,40
"PARIS MONTSOURIS, FR",12/17/1984,,,43,45,40
"PARIS MONTSOURIS, FR",12/18/1984,,,39,45,36
"PARIS MONTSOURIS, FR",12/19/1984,,,42,46,35
"PARIS MONTSOURIS, FR",12/20/1984,,,47,49,
"PARIS MONTSOURIS, FR",12/23/1984,,,41,44,38
"PARIS MONTSOURIS, FR",12/24/1984,,,43,48,
"PARIS MONTSOURIS, FR",12/25/1984,,,38,46,34
"PARIS MONTSOURIS, FR",12/27/1984,,,39,46,36
"PARIS MONTSOURIS, FR",12/28/1984,,,39,42,
"PARIS MONTSOURIS, FR",12/29/1984,,,34,42,30
"PARIS MONTSOURIS, FR",12/30/1984,,,35,42,29
"PARIS MONTSOURIS, FR",12/31/1984,,,37,42,35
"PARIS MONTSOURIS, FR",1/5/1985,,,20,36,18
"PARIS MONTSOURIS, FR",1/6/1985,,,19,25,15
"PARIS MONTSOURIS, FR",1/11/1985,,,29,30,25
"PARIS MONTSOURIS, FR",1/14/1985,,,13,24,
"PARIS MONTSOURIS, FR",1/18/1985,,,31,35,
"PARIS MONTSOURIS, FR",1/19/1985,,,30,35,
"PARIS MONTSOURIS, FR",1/21/1985,,,41,44,36
"PARIS MONTSOURIS, FR",1/22/1985,,,45,48,
"PARIS MONTSOURIS, FR",1/26/1985,,,47,50,42
"PARIS MONTSOURIS, FR",1/28/1985,,,41,48,36
"PARIS MONTSOURIS, FR",1/29/1985,,,45,48,41
"PARIS MONTSOURIS, FR",1/30/1985,,,52,53,49
"PARIS MONTSOURIS, FR",2/1/1985,,,51,56,49
"PARIS MONTSOURIS, FR",2/4/1985,,,41,54,37
"PARIS MONTSOURIS, FR",2/9/1985,,,46,54,
"PARIS MONTSOURIS, FR",2/11/1985,,,26,31,
"PARIS MONTSOURIS, FR",2/12/1985,,,25,33,19
"PARIS MONTSOURIS, FR",2/13/1985,,,30,38,24
"PARIS MONTSOURIS, FR",2/14/1985,,,37,41,34
"PARIS MONTSOURIS, FR",2/15/1985,,,30,41,
"PARIS MONTSOURIS, FR",2/16/1985,,,33,43,23
"PARIS MONTSOURIS, FR",2/21/1985,,,36,47,26
"PARIS MONTSOURIS, FR",2/22/1985,,,38,47,
"PARIS MONTSOURIS, FR",2/24/1985,,,45,58,35
"PARIS MONTSOURIS, FR",2/25/1985,,,44,58,40
"PARIS MONTSOURIS, FR",2/26/1985,,,44,,38
"PARIS MONTSOURIS, FR",2/28/1985,,,43,53,
"PARIS MONTSOURIS, FR",3/2/1985,,,46,54,40
"PARIS MONTSOURIS, FR",3/6/1985,,,42,50,38
"PARIS MONTSOURIS, FR",3/7/1985,,,41,48,37
"PARIS MONTSOURIS, FR",3/8/1985,,,40,50,32
"PARIS MONTSOURIS, FR",3/9/1985,,,47,53,39
"PARIS MONTSOURIS, FR",3/10/1985,,,47,55,39
"PARIS MONTSOURIS, FR",3/11/1985,,,44,54,
"PARIS MONTSOURIS, FR",3/12/1985,,,42,48,38
"PARIS MONTSOURIS, FR",3/16/1985,,,38,43,36
"PARIS MONTSOURIS, FR",3/17/1985,,,38,42,34
"PARIS MONTSOURIS, FR",3/18/1985,,,38,46,31
"PARIS MONTSOURIS, FR",3/19/1985,,,36,46,30
"PARIS MONTSOURIS, FR",3/20/1985,,,37,43,30
"PARIS MONTSOURIS, FR",3/21/1985,,,38,44,33
"PARIS MONTSOURIS, FR",3/22/1985,,,46,54,42
"PARIS MONTSOURIS, FR",3/24/1985,,,45,53,39
"PARIS MONTSOURIS, FR",3/25/1985,,,45,53,38
"PARIS MONTSOURIS, FR",3/28/1985,,,41,45,36
"PARIS MONTSOURIS, FR",3/29/1985,,,43,49,36
"PARIS MONTSOURIS, FR",3/30/1985,,,54,59,46
"PARIS MONTSOURIS, FR",4/1/1985,,,62,71,52
"PARIS MONTSOURIS, FR",4/2/1985,,,57,71,48
"PARIS MONTSOURIS, FR",4/4/1985,,,65,76,54
"PARIS MONTSOURIS, FR",4/5/1985,,,54,76,
"PARIS MONTSOURIS, FR",4/8/1985,,,54,61,48
"PARIS MONTSOURIS, FR",4/9/1985,,,52,61,45
"PARIS MONTSOURIS, FR",4/10/1985,,,51,58,46
"PARIS MONTSOURIS, FR",4/11/1985,,,44,58,41
"PARIS MONTSOURIS, FR",4/12/1985,,,49,53,43
"PARIS MONTSOURIS, FR",4/14/1985,,,48,55,42
"PARIS MONTSOURIS, FR",4/15/1985,,,51,57,44
"PARIS MONTSOURIS, FR",4/17/1985,,,57,65,48
"PARIS MONTSOURIS, FR",4/21/1985,,,53,65,44
"PARIS MONTSOURIS, FR",4/22/1985,,,59,66,52
"PARIS MONTSOURIS, FR",4/24/1985,,,47,56,36
"PARIS MONTSOURIS, FR",4/27/1985,,,48,54,38
"PARIS MONTSOURIS, FR",4/29/1985,,,45,52,40
"PARIS MONTSOURIS, FR",5/1/1985,,,56,61,51
"PARIS MONTSOURIS, FR",5/3/1985,,,48,54,42
"PARIS MONTSOURIS, FR",5/5/1985,,,53,59,47
"PARIS MONTSOURIS, FR",5/9/1985,,,55,61,50
"PARIS MONTSOURIS, FR",5/11/1985,,,54,59,49
"PARIS MONTSOURIS, FR",5/12/1985,,,53,60,52
"PARIS MONTSOURIS, FR",5/13/1985,,,59,67,46
"PARIS MONTSOURIS, FR",5/15/1985,,,57,63,50
"PARIS MONTSOURIS, FR",5/16/1985,,,65,72,50
"PARIS MONTSOURIS, FR",5/17/1985,,,64,72,57
"PARIS MONTSOURIS, FR",5/18/1985,,,64,72,57
"PARIS MONTSOURIS, FR",5/19/1985,,,65,72,58
"PARIS MONTSOURIS, FR",5/20/1985,,,62,72,53
"PARIS MONTSOURIS, FR",5/21/1985,,,59,68,52
"PARIS MONTSOURIS, FR",5/22/1985,,,56,65,50
"PARIS MONTSOURIS, FR",5/27/1985,,,68,84,62
"PARIS MONTSOURIS, FR",5/28/1985,,,67,72,57
"PARIS MONTSOURIS, FR",5/29/1985,,,65,72,54
"PARIS MONTSOURIS, FR",5/30/1985,,,61,71,51
"PARIS MONTSOURIS, FR",6/2/1985,,,72,81,59
"PARIS MONTSOURIS, FR",6/5/1985,,,74,84,61
"PARIS MONTSOURIS, FR",6/6/1985,,,70,80,60
"PARIS MONTSOURIS, FR",6/7/1985,,,60,76,57
"PARIS MONTSOURIS, FR",6/8/1985,,,55,65,47
"PARIS MONTSOURIS, FR",6/10/1985,,,57,65,53
"PARIS MONTSOURIS, FR",6/12/1985,,,59,64,54
"PARIS MONTSOURIS, FR",6/13/1985,,,60,66,48
"PARIS MONTSOURIS, FR",6/14/1985,,,63,68,51
"PARIS MONTSOURIS, FR",6/15/1985,,,59,68,50
"PARIS MONTSOURIS, FR",6/19/1985,,,61,75,56
"PARIS MONTSOURIS, FR",6/20/1985,,,61,69,50
"PARIS MONTSOURIS, FR",6/22/1985,,,61,66,55
"PARIS MONTSOURIS, FR",6/25/1985,,,60,66,52
"PARIS MONTSOURIS, FR",6/27/1985,,,59,67,51
"PARIS MONTSOURIS, FR",6/28/1985,,,58,64,54
"PARIS MONTSOURIS, FR",6/29/1985,,,63,68,53
"PARIS MONTSOURIS, FR",7/1/1985,,,73,79,58
"PARIS MONTSOURIS, FR",7/3/1985,,,74,83,62
"PARIS MONTSOURIS, FR",7/5/1985,,,72,81,64
"PARIS MONTSOURIS, FR",7/6/1985,,,67,81,59
"PARIS MONTSOURIS, FR",7/7/1985,,,68,75,54
"PARIS MONTSOURIS, FR",7/8/1985,,,69,76,56
"PARIS MONTSOURIS, FR",7/10/1985,,,66,80,59
"PARIS MONTSOURIS, FR",7/11/1985,,,68,73,55
"PARIS MONTSOURIS, FR",7/13/1985,,,78,87,62
"PARIS MONTSOURIS, FR",7/14/1985,,,75,87,68
"PARIS MONTSOURIS, FR",7/16/1985,,,69,77,58
"PARIS MONTSOURIS, FR",7/17/1985,,,70,80,57
"PARIS MONTSOURIS, FR",7/18/1985,,,72,81,63
"PARIS MONTSOURIS, FR",7/20/1985,,,63,76,57
"PARIS MONTSOURIS, FR",7/21/1985,,,63,69,54
"PARIS MONTSOURIS, FR",7/22/1985,,,72,79,60
"PARIS MONTSOURIS, FR",7/24/1985,,,74,83,58
"PARIS MONTSOURIS, FR",7/25/1985,,,79,88,63
"PARIS MONTSOURIS, FR",7/26/1985,,,74,90,70
"PARIS MONTSOURIS, FR",7/27/1985,,,69,81,58
"PARIS MONTSOURIS, FR",7/28/1985,,,66,76,60
"PARIS MONTSOURIS, FR",7/29/1985,,,64,72,58
"PARIS MONTSOURIS, FR",7/30/1985,,,66,73,55
"PARIS MONTSOURIS, FR",7/31/1985,,,66,74,60
"PARIS MONTSOURIS, FR",8/2/1985,,,69,77,54
"PARIS MONTSOURIS, FR",8/3/1985,,,66,77,56
"PARIS MONTSOURIS, FR",8/4/1985,,,63,72,56
"PARIS MONTSOURIS, FR",8/5/1985,,,65,71,
"PARIS MONTSOURIS, FR",8/6/1985,,,60,70,55
"PARIS MONTSOURIS, FR",8/7/1985,,,62,68,53
"PARIS MONTSOURIS, FR",8/8/1985,,,65,73,58
"PARIS MONTSOURIS, FR",8/11/1985,,,66,74,53
"PARIS MONTSOURIS, FR",8/12/1985,,,63,74,56
"PARIS MONTSOURIS, FR",8/14/1985,,,68,77,60
"PARIS MONTSOURIS, FR",8/16/1985,,,65,74,57
"PARIS MONTSOURIS, FR",8/17/1985,,,65,71,59
"PARIS MONTSOURIS, FR",8/18/1985,,,68,76,58
"PARIS MONTSOURIS, FR",8/19/1985,,,67,76,63
"PARIS MONTSOURIS, FR",8/24/1985,,,60,75,55
"PARIS MONTSOURIS, FR",8/25/1985,,,61,68,51
"PARIS MONTSOURIS, FR",8/26/1985,,,61,68,52
"PARIS MONTSOURIS, FR",8/27/1985,,,63,71,49
"PARIS MONTSOURIS, FR",8/28/1985,,,67,77,51
"PARIS MONTSOURIS, FR",8/29/1985,,,72,81,57
"PARIS MONTSOURIS, FR",8/30/1985,,,72,84,55
"PARIS MONTSOURIS, FR",9/1/1985,,,62,74,54
"PARIS MONTSOURIS, FR",9/3/1985,,,64,74,57
"PARIS MONTSOURIS, FR",9/8/1985,,,62,71,48
"PARIS MONTSOURIS, FR",9/9/1985,,,63,71,57
"PARIS MONTSOURIS, FR",9/10/1985,,,62,72,51
"PARIS MONTSOURIS, FR",9/11/1985,,,67,79,53
"PARIS MONTSOURIS, FR",9/12/1985,,,71,85,56
"PARIS MONTSOURIS, FR",9/13/1985,,,63,85,61
"PARIS MONTSOURIS, FR",9/15/1985,,,59,67,55
"PARIS MONTSOURIS, FR",9/16/1985,,,58,65,49
"PARIS MONTSOURIS, FR",9/17/1985,,,66,74,59
"PARIS MONTSOURIS, FR",9/19/1985,,,70,80,60
"PARIS MONTSOURIS, FR",9/20/1985,,,70,79,59
"PARIS MONTSOURIS, FR",9/21/1985,,,72,81,60
"PARIS MONTSOURIS, FR",9/22/1985,,,72,82,60
"PARIS MONTSOURIS, FR",9/23/1985,,,70,82,65
"PARIS MONTSOURIS, FR",9/29/1985,,,68,80,56
"PARIS MONTSOURIS, FR",9/30/1985,,,68,80,55
"PARIS MONTSOURIS, FR",10/1/1985,,,69,82,55
"PARIS MONTSOURIS, FR",10/3/1985,,,74,81,65
"PARIS MONTSOURIS, FR",10/4/1985,,,68,81,62
"PARIS MONTSOURIS, FR",10/5/1985,,,62,73,54
"PARIS MONTSOURIS, FR",10/6/1985,,,61,71,49
"PARIS MONTSOURIS, FR",10/7/1985,,,68,77,58
"PARIS MONTSOURIS, FR",10/8/1985,,,55,77,51
"PARIS MONTSOURIS, FR",10/9/1985,,,57,61,51
"PARIS MONTSOURIS, FR",10/11/1985,,,59,70,48
"PARIS MONTSOURIS, FR",10/12/1985,,,60,70,52
"PARIS MONTSOURIS, FR",10/13/1985,,,54,66,47
"PARIS MONTSOURIS, FR",10/15/1985,,,55,65,49
"PARIS MONTSOURIS, FR",10/17/1985,,,54,63,51
"PARIS MONTSOURIS, FR",10/18/1985,,,51,59,43
"PARIS MONTSOURIS, FR",10/19/1985,,,56,61,49
"PARIS MONTSOURIS, FR",10/20/1985,,,52,61,44
"PARIS MONTSOURIS, FR",10/21/1985,,,50,62,41
"PARIS MONTSOURIS, FR",10/23/1985,,,48,59,41
"PARIS MONTSOURIS, FR",10/25/1985,,,48,60,38
"PARIS MONTSOURIS, FR",10/26/1985,,,51,61,42
"PARIS MONTSOURIS, FR",10/29/1985,,,39,45,37
"PARIS MONTSOURIS, FR",10/30/1985,,,36,40,33
"PARIS MONTSOURIS, FR",11/2/1985,,,45,47,42
"PARIS MONTSOURIS, FR",11/3/1985,,,41,51,35
"PARIS MONTSOURIS, FR",11/4/1985,,,41,51,34
"PARIS MONTSOURIS, FR",11/5/1985,,,58,60,49
"PARIS MONTSOURIS, FR",11/7/1985,,,51,56,43
"PARIS MONTSOURIS, FR",11/8/1985,,,57,62,50
"PARIS MONTSOURIS, FR",11/9/1985,,,58,62,
"PARIS MONTSOURIS, FR",11/10/1985,,,48,60,
"PARIS MONTSOURIS, FR",11/11/1985,,,40,49,34
"PARIS MONTSOURIS, FR",11/13/1985,,,40,45,35
"PARIS MONTSOURIS, FR",11/16/1985,,,43,52,
"PARIS MONTSOURIS, FR",11/17/1985,,,37,49,35
"PARIS MONTSOURIS, FR",11/19/1985,,,28,37,
"PARIS MONTSOURIS, FR",11/22/1985,,,34,36,31
"PARIS MONTSOURIS, FR",11/23/1985,,,40,40,36
"PARIS MONTSOURIS, FR",11/24/1985,,,33,41,31
"PARIS MONTSOURIS, FR",11/25/1985,,,33,36,31
"PARIS MONTSOURIS, FR",11/27/1985,,,35,40,31
"PARIS MONTSOURIS, FR",11/28/1985,,,39,43,35
"PARIS MONTSOURIS, FR",11/30/1985,,,49,51,43
"PARIS MONTSOURIS, FR",12/1/1985,,,52,58,46
"PARIS MONTSOURIS, FR",12/4/1985,,,55,58,52
"PARIS MONTSOURIS, FR",12/5/1985,,,55,59,51
"PARIS MONTSOURIS, FR",12/6/1985,,,49,59,
"PARIS MONTSOURIS, FR",12/7/1985,,,51,70,50
"PARIS MONTSOURIS, FR",12/8/1985,,,48,52,46
