NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
"PARIS MONTSOURIS, FR",10/1/2010,0.05,,56,63,49
"PARIS MONTSOURIS, FR",10/2/2010,0.36,,63,71,57
"PARIS MONTSOURIS, FR",10/3/2010,0,,67,77,59
"PARIS MONTSOURIS, FR",10/4/2010,0.02,,62,70,
"PARIS MONTSOURIS, FR",10/5/2010,0.09,,59,63,55
"PARIS MONTSOURIS, FR",10/6/2010,0.04,,61,65,59
"PARIS MONTSOURIS, FR",10/7/2010,0.01,,64,72,59
"PARIS MONTSOURIS, FR",10/8/2010,0,,64,74,57
"PARIS MONTSOURIS, FR",10/9/2010,0.01,,66,75,57
"PARIS MONTSOURIS, FR",10/10/2010,0,,60,70,54
"PARIS MONTSOURIS, FR",10/11/2010,0,,58,69,50
"PARIS MONTSOURIS, FR",10/12/2010,0,,53,63,46
"PARIS MONTSOURIS, FR",10/13/2010,0,,49,58,42
"PARIS MONTSOURIS, FR",10/14/2010,0,,51,59,44
"PARIS MONTSOURIS, FR",10/15/2010,0,,53,56,51
"PARIS MONTSOURIS, FR",10/16/2010,0.17,,51,58,
"PARIS MONTSOURIS, FR",10/17/2010,0.01,,44,50,39
"PARIS MONTSOURIS, FR",10/18/2010,0,,48,56,39
"PARIS MONTSOURIS, FR",10/19/2010,0,,52,56,
"PARIS MONTSOURIS, FR",10/20/2010,0.06,,47,53,
"PARIS MONTSOURIS, FR",10/21/2010,0,,43,53,36
"PARIS MONTSOURIS, FR",10/22/2010,0,,43,53,37
"PARIS MONTSOURIS, FR",10/23/2010,0,,45,54,35
"PARIS MONTSOURIS, FR",10/24/2010,0.13,,47,53,44
"PARIS MONTSOURIS, FR",10/25/2010,0,,46,54,42
"PARIS MONTSOURIS, FR",10/26/2010,0,,46,55,38
"PARIS MONTSOURIS, FR",10/27/2010,0,,51,58,47
"PARIS MONTSOURIS, FR",10/28/2010,0.01,,52,58,49
"PARIS MONTSOURIS, FR",10/29/2010,0,,54,,48
"PARIS MONTSOURIS, FR",10/30/2010,0.22,,54,60,
"PARIS MONTSOURIS, FR",10/31/2010,0.11,,54,63,49
"PARIS MONTSOURIS, FR",11/1/2010,0,,53,58,48
"PARIS MONTSOURIS, FR",11/2/2010,0,,51,,43
"PARIS MONTSOURIS, FR",11/3/2010,0,,58,61,54
"PARIS MONTSOURIS, FR",11/4/2010,0,,60,64,
"PARIS MONTSOURIS, FR",11/5/2010,0,,59,65,53
"PARIS MONTSOURIS, FR",11/6/2010,0,,54,60,
"PARIS MONTSOURIS, FR",11/7/2010,0.63,,46,51,
"PARIS MONTSOURIS, FR",11/8/2010,0.42,,42,45,38
"PARIS MONTSOURIS, FR",11/9/2010,0.47,,47,50,42
"PARIS MONTSOURIS, FR",11/10/2010,0.28,,46,49,
"PARIS MONTSOURIS, FR",11/11/2010,0.02,,46,,36
"PARIS MONTSOURIS, FR",11/12/2010,0.42,,56,,51
"PARIS MONTSOURIS, FR",11/13/2010,0.07,,58,60,57
"PARIS MONTSOURIS, FR",11/14/2010,0.11,,55,60,
"PARIS MONTSOURIS, FR",11/15/2010,0,,49,52,45
"PARIS MONTSOURIS, FR",11/16/2010,0.06,,47,53,
"PARIS MONTSOURIS, FR",11/17/2010,0,,41,47,35
"PARIS MONTSOURIS, FR",11/18/2010,0.01,,44,47,42
"PARIS MONTSOURIS, FR",11/19/2010,0,,44,47,41
"PARIS MONTSOURIS, FR",11/20/2010,0,,47,52,43
"PARIS MONTSOURIS, FR",11/21/2010,0.1,,43,48,
"PARIS MONTSOURIS, FR",11/22/2010,0.03,,41,42,
"PARIS MONTSOURIS, FR",11/23/2010,0,,42,45,38
"PARIS MONTSOURIS, FR",11/24/2010,0.01,,42,47,39
"PARIS MONTSOURIS, FR",11/25/2010,0,,39,44,
"PARIS MONTSOURIS, FR",11/26/2010,0,,34,39,
"PARIS MONTSOURIS, FR",11/27/2010,0,,33,39,30
"PARIS MONTSOURIS, FR",11/28/2010,0,,34,35,31
"PARIS MONTSOURIS, FR",11/29/2010,0,0.4,31,35,
"PARIS MONTSOURIS, FR",11/30/2010,0,,29,32,25
"PARIS MONTSOURIS, FR",12/1/2010,0,,29,31,
"PARIS MONTSOURIS, FR",12/2/2010,0,,29,,27
"PARIS MONTSOURIS, FR",12/3/2010,0,0.4,31,33,29
"PARIS MONTSOURIS, FR",12/4/2010,0,0.8,32,,26
"PARIS MONTSOURIS, FR",12/5/2010,0.06,0.4,37,40,35
"PARIS MONTSOURIS, FR",12/6/2010,0.01,,36,38,35
"PARIS MONTSOURIS, FR",12/7/2010,0.02,,34,36,
"PARIS MONTSOURIS, FR",12/8/2010,0.25,4.3,33,,33
"PARIS MONTSOURIS, FR",12/9/2010,0.54,3.9,36,40,33
"PARIS MONTSOURIS, FR",12/10/2010,0,2.4,38,,31
"PARIS MONTSOURIS, FR",12/11/2010,0,,43,45,41
"PARIS MONTSOURIS, FR",12/12/2010,0,,43,46,
"PARIS MONTSOURIS, FR",12/13/2010,0,,31,44,
"PARIS MONTSOURIS, FR",12/14/2010,0,0.4,32,36,
"PARIS MONTSOURIS, FR",12/15/2010,0,,33,38,27
"PARIS MONTSOURIS, FR",12/16/2010,0.02,,38,,35
"PARIS MONTSOURIS, FR",12/17/2010,0.2,,33,41,
"PARIS MONTSOURIS, FR",12/18/2010,0.02,0.4,32,34,29
"PARIS MONTSOURIS, FR",12/19/2010,0.18,2.8,37,,29
"PARIS MONTSOURIS, FR",12/20/2010,0.35,2.8,34,43,32
"PARIS MONTSOURIS, FR",12/21/2010,0.17,,38,42,34
"PARIS MONTSOURIS, FR",12/22/2010,0,,35,38,
"PARIS MONTSOURIS, FR",12/23/2010,0.5,0.4,33,35,31
"PARIS MONTSOURIS, FR",12/24/2010,0.13,1.2,32,33,
"PARIS MONTSOURIS, FR",12/25/2010,0.01,1.2,30,34,28
"PARIS MONTSOURIS, FR",12/26/2010,0,0.4,32,38,26
"PARIS MONTSOURIS, FR",12/27/2010,0,0.4,31,33,28
"PARIS MONTSOURIS, FR",12/28/2010,,,34,,29
"PARIS MONTSOURIS, FR",12/29/2010,0,,40,45,36
"PARIS MONTSOURIS, FR",12/30/2010,0,,38,41,
"PARIS MONTSOURIS, FR",12/31/2010,0,,34,38,
"PARIS MONTSOURIS, FR",1/1/2011,0,,35,37,31
"PARIS MONTSOURIS, FR",1/2/2011,0,,38,40,36
"PARIS MONTSOURIS, FR",1/3/2011,0,,36,40,
"PARIS MONTSOURIS, FR",1/4/2011,0,,33,37,31
"PARIS MONTSOURIS, FR",1/5/2011,0,,35,,30
"PARIS MONTSOURIS, FR",1/6/2011,0.58,,51,,38
"PARIS MONTSOURIS, FR",1/7/2011,0.23,,53,54,51
"PARIS MONTSOURIS, FR",1/8/2011,0.17,,53,56,
"PARIS MONTSOURIS, FR",1/9/2011,0,,44,52,
"PARIS MONTSOURIS, FR",1/10/2011,0,,39,46,
"PARIS MONTSOURIS, FR",1/11/2011,0.1,,44,51,34
"PARIS MONTSOURIS, FR",1/12/2011,0,,49,,42
"PARIS MONTSOURIS, FR",1/13/2011,0.08,,56,59,54
"PARIS MONTSOURIS, FR",1/14/2011,0,,52,55,
"PARIS MONTSOURIS, FR",1/15/2011,,,49,53,45
"PARIS MONTSOURIS, FR",1/16/2011,0,,48,55,
"PARIS MONTSOURIS, FR",1/17/2011,0,,45,51,38
"PARIS MONTSOURIS, FR",1/18/2011,0,,47,49,
"PARIS MONTSOURIS, FR",1/19/2011,0,,40,45,37
"PARIS MONTSOURIS, FR",1/20/2011,0,,39,42,
"PARIS MONTSOURIS, FR",1/21/2011,0,,34,39,32
"PARIS MONTSOURIS, FR",1/22/2011,0,,39,42,33
"PARIS MONTSOURIS, FR",1/23/2011,0,,41,,39
"PARIS MONTSOURIS, FR",1/24/2011,0,,42,44,41
"PARIS MONTSOURIS, FR",1/25/2011,0.03,,42,45,38
"PARIS MONTSOURIS, FR",1/26/2011,0.02,,41,45,
"PARIS MONTSOURIS, FR",1/27/2011,0.16,,38,40,36
"PARIS MONTSOURIS, FR",1/28/2011,0,,34,40,32
"PARIS MONTSOURIS, FR",1/29/2011,0,,32,35,
"PARIS MONTSOURIS, FR",1/30/2011,0,,30,36,27
"PARIS MONTSOURIS, FR",1/31/2011,0,,28,33,26
"PARIS MONTSOURIS, FR",2/1/2011,0,,29,32,25
"PARIS MONTSOURIS, FR",2/2/2011,0,,35,41,31
"PARIS MONTSOURIS, FR",2/3/2011,0.09,,43,48,37
"PARIS MONTSOURIS, FR",2/4/2011,0,,47,51,40
"PARIS MONTSOURIS, FR",2/5/2011,0,,51,53,49
"PARIS MONTSOURIS, FR",2/6/2011,0,,48,52,
"PARIS MONTSOURIS, FR",2/7/2011,0,,45,59,37
"PARIS MONTSOURIS, FR",2/8/2011,0.03,,49,53,45
"PARIS MONTSOURIS, FR",2/9/2011,0,,45,49,
"PARIS MONTSOURIS, FR",2/10/2011,0,,47,55,38
"PARIS MONTSOURIS, FR",2/11/2011,0.02,,55,63,
"PARIS MONTSOURIS, FR",2/12/2011,0,,48,56,
"PARIS MONTSOURIS, FR",2/13/2011,0.05,,44,50,37
"PARIS MONTSOURIS, FR",2/14/2011,0,,46,50,
"PARIS MONTSOURIS, FR",2/15/2011,0,,42,48,40
"PARIS MONTSOURIS, FR",2/16/2011,0.03,,43,51,38
"PARIS MONTSOURIS, FR",2/17/2011,0,,41,47,
"PARIS MONTSOURIS, FR",2/18/2011,0,,40,42,37
"PARIS MONTSOURIS, FR",2/19/2011,0,,40,,34
"PARIS MONTSOURIS, FR",2/20/2011,0.38,,45,45,42
"PARIS MONTSOURIS, FR",2/21/2011,0,,44,49,40
"PARIS MONTSOURIS, FR",2/22/2011,0.1,,41,47,36
"PARIS MONTSOURIS, FR",2/23/2011,0,,39,43,35
"PARIS MONTSOURIS, FR",2/24/2011,0.28,,50,56,41
"PARIS MONTSOURIS, FR",2/25/2011,0,,50,54,46
"PARIS MONTSOURIS, FR",2/26/2011,0,,49,54,
"PARIS MONTSOURIS, FR",2/27/2011,0.18,,45,49,42
"PARIS MONTSOURIS, FR",2/28/2011,0,,40,46,38
"PARIS MONTSOURIS, FR",3/1/2011,0,,42,49,37
"PARIS MONTSOURIS, FR",3/2/2011,0,,42,49,37
"PARIS MONTSOURIS, FR",3/3/2011,0,,41,48,34
"PARIS MONTSOURIS, FR",3/4/2011,0,,42,50,35
"PARIS MONTSOURIS, FR",3/5/2011,0,,40,49,35
"PARIS MONTSOURIS, FR",3/6/2011,,,41,48,35
"PARIS MONTSOURIS, FR",3/7/2011,0,,41,49,34
"PARIS MONTSOURIS, FR",3/8/2011,0,,51,61,33
"PARIS MONTSOURIS, FR",3/9/2011,0,,49,56,43
"PARIS MONTSOURIS, FR",3/10/2011,0,,48,54,39
"PARIS MONTSOURIS, FR",3/11/2011,0,,51,55,
"PARIS MONTSOURIS, FR",3/12/2011,0,,49,59,42
"PARIS MONTSOURIS, FR",3/13/2011,0.04,,51,54,48
"PARIS MONTSOURIS, FR",3/14/2011,0,,53,59,49
"PARIS MONTSOURIS, FR",3/15/2011,0,,58,69,48
"PARIS MONTSOURIS, FR",3/16/2011,0,,56,63,
"PARIS MONTSOURIS, FR",3/17/2011,0,,46,60,
"PARIS MONTSOURIS, FR",3/18/2011,0,,49,55,43
"PARIS MONTSOURIS, FR",3/19/2011,0.17,,46,53,
"PARIS MONTSOURIS, FR",3/20/2011,0,,47,57,38
"PARIS MONTSOURIS, FR",3/21/2011,0,,50,60,40
"PARIS MONTSOURIS, FR",3/22/2011,0,,54,64,43
"PARIS MONTSOURIS, FR",3/23/2011,0,,56,67,46
"PARIS MONTSOURIS, FR",3/24/2011,0,,58,69,47
"PARIS MONTSOURIS, FR",3/25/2011,0,,59,71,46
"PARIS MONTSOURIS, FR",3/26/2011,0,,58,67,
"PARIS MONTSOURIS, FR",3/27/2011,0.19,,55,62,50
"PARIS MONTSOURIS, FR",3/28/2011,0,,55,64,48
"PARIS MONTSOURIS, FR",3/29/2011,0,,53,63,45
"PARIS MONTSOURIS, FR",3/30/2011,0.04,,52,59,50
"PARIS MONTSOURIS, FR",3/31/2011,0.2,,57,62,50
"PARIS MONTSOURIS, FR",4/1/2011,0.04,,56,60,
"PARIS MONTSOURIS, FR",4/2/2011,0.01,,62,76,49
"PARIS MONTSOURIS, FR",4/3/2011,0.16,,53,70,49
"PARIS MONTSOURIS, FR",4/4/2011,0.05,,52,59,48
"PARIS MONTSOURIS, FR",4/5/2011,0,,55,67,44
"PARIS MONTSOURIS, FR",4/6/2011,0,,63,76,49
"PARIS MONTSOURIS, FR",4/7/2011,0,,66,76,56
"PARIS MONTSOURIS, FR",4/8/2011,0,,63,71,53
"PARIS MONTSOURIS, FR",4/9/2011,0,,62,74,50
"PARIS MONTSOURIS, FR",4/10/2011,0,,66,80,52
"PARIS MONTSOURIS, FR",4/11/2011,0,,62,75,55
"PARIS MONTSOURIS, FR",4/12/2011,0,,51,64,48
"PARIS MONTSOURIS, FR",4/13/2011,0,,52,58,42
"PARIS MONTSOURIS, FR",4/14/2011,0,,54,60,48
"PARIS MONTSOURIS, FR",4/15/2011,0,,55,62,51
"PARIS MONTSOURIS, FR",4/16/2011,0,,56,65,46
"PARIS MONTSOURIS, FR",4/17/2011,0,,57,67,46
"PARIS MONTSOURIS, FR",4/18/2011,0,,62,74,50
"PARIS MONTSOURIS, FR",4/19/2011,0,,66,78,53
"PARIS MONTSOURIS, FR",4/20/2011,0,,67,78,56
"PARIS MONTSOURIS, FR",4/21/2011,0,,66,76,53
"PARIS MONTSOURIS, FR",4/22/2011,0,,67,78,57
"PARIS MONTSOURIS, FR",4/23/2011,0,,68,81,59
"PARIS MONTSOURIS, FR",4/24/2011,0.07,,68,78,56
"PARIS MONTSOURIS, FR",4/25/2011,0,,67,78,58
"PARIS MONTSOURIS, FR",4/26/2011,0,,63,74,54
"PARIS MONTSOURIS, FR",4/27/2011,0,,58,69,
"PARIS MONTSOURIS, FR",4/28/2011,0,,51,61,48
"PARIS MONTSOURIS, FR",4/29/2011,0.02,,56,64,52
"PARIS MONTSOURIS, FR",4/30/2011,0.05,,61,74,51
"PARIS MONTSOURIS, FR",5/1/2011,0.02,,65,75,54
"PARIS MONTSOURIS, FR",5/2/2011,0,,61,69,
"PARIS MONTSOURIS, FR",5/3/2011,0.02,,55,65,44
"PARIS MONTSOURIS, FR",5/4/2011,0,,58,69,45
"PARIS MONTSOURIS, FR",5/5/2011,0,,61,72,48
"PARIS MONTSOURIS, FR",5/6/2011,0,,67,80,50
"PARIS MONTSOURIS, FR",5/7/2011,0,,63,74,59
"PARIS MONTSOURIS, FR",5/9/2011,,,70,79,59
"PARIS MONTSOURIS, FR",5/10/2011,0,,68,76,61
"PARIS MONTSOURIS, FR",5/11/2011,0,,64,74,56
"PARIS MONTSOURIS, FR",5/12/2011,0,,59,69,53
"PARIS MONTSOURIS, FR",5/13/2011,0,,61,72,49
"PARIS MONTSOURIS, FR",5/14/2011,0,,57,70,51
"PARIS MONTSOURIS, FR",5/15/2011,0,,56,63,51
"PARIS MONTSOURIS, FR",5/16/2011,0.03,,59,66,49
"PARIS MONTSOURIS, FR",5/17/2011,0,,62,72,52
"PARIS MONTSOURIS, FR",5/18/2011,0,,66,79,54
"PARIS MONTSOURIS, FR",5/19/2011,0,,64,76,55
"PARIS MONTSOURIS, FR",5/20/2011,0,,64,74,
"PARIS MONTSOURIS, FR",5/21/2011,0,,66,78,51
"PARIS MONTSOURIS, FR",5/22/2011,0,,65,76,
"PARIS MONTSOURIS, FR",5/23/2011,0,,67,81,52
"PARIS MONTSOURIS, FR",5/24/2011,0,,61,79,55
"PARIS MONTSOURIS, FR",5/25/2011,0,,64,78,50
"PARIS MONTSOURIS, FR",5/26/2011,0,,61,76,56
"PARIS MONTSOURIS, FR",5/27/2011,0,,57,63,53
"PARIS MONTSOURIS, FR",5/28/2011,0,,62,72,48
"PARIS MONTSOURIS, FR",5/29/2011,0,,67,81,53
"PARIS MONTSOURIS, FR",5/30/2011,0,,70,85,56
"PARIS MONTSOURIS, FR",5/31/2011,0.03,,58,76,53
"PARIS MONTSOURIS, FR",6/1/2011,0,,61,72,50
"PARIS MONTSOURIS, FR",6/2/2011,0,,67,79,53
"PARIS MONTSOURIS, FR",6/3/2011,0,,72,83,60
"PARIS MONTSOURIS, FR",6/4/2011,0,,75,87,
"PARIS MONTSOURIS, FR",6/5/2011,0.33,,70,83,
"PARIS MONTSOURIS, FR",6/6/2011,0.89,,62,75,59
"PARIS MONTSOURIS, FR",6/7/2011,0,,60,63,58
"PARIS MONTSOURIS, FR",6/8/2011,0.26,,60,68,55
"PARIS MONTSOURIS, FR",6/9/2011,0,,60,67,54
"PARIS MONTSOURIS, FR",6/10/2011,0,,58,66,
"PARIS MONTSOURIS, FR",6/11/2011,0.02,,57,64,49
"PARIS MONTSOURIS, FR",6/12/2011,0,,60,70,51
"PARIS MONTSOURIS, FR",6/13/2011,0.07,,65,76,55
"PARIS MONTSOURIS, FR",6/14/2011,0.23,,68,74,61
"PARIS MONTSOURIS, FR",6/15/2011,0.01,,69,75,63
"PARIS MONTSOURIS, FR",6/16/2011,0.01,,66,72,
"PARIS MONTSOURIS, FR",6/17/2011,0,,62,68,54
"PARIS MONTSOURIS, FR",6/18/2011,0.1,,59,66,53
"PARIS MONTSOURIS, FR",6/19/2011,0.04,,60,65,53
"PARIS MONTSOURIS, FR",6/20/2011,0.28,,64,72,56
"PARIS MONTSOURIS, FR",6/21/2011,0.24,,65,73,59
"PARIS MONTSOURIS, FR",6/22/2011,0.02,,64,72,56
"PARIS MONTSOURIS, FR",6/23/2011,0,,61,69,55
"PARIS MONTSOURIS, FR",6/24/2011,0,,61,69,52
"PARIS MONTSOURIS, FR",6/25/2011,0,,69,80,60
"PARIS MONTSOURIS, FR",6/26/2011,0,,76,88,63
"PARIS MONTSOURIS, FR",6/27/2011,0,,83,98,67
"PARIS MONTSOURIS, FR",6/28/2011,0.04,,79,94,
"PARIS MONTSOURIS, FR",6/29/2011,0.06,,66,79,
"PARIS MONTSOURIS, FR",6/30/2011,0,,63,73,54
"PARIS MONTSOURIS, FR",7/1/2011,0.02,,64,74,54
"PARIS MONTSOURIS, FR",7/2/2011,0,,64,72,55
"PARIS MONTSOURIS, FR",7/3/2011,0,,66,76,53
"PARIS MONTSOURIS, FR",7/4/2011,0,,70,82,58
"PARIS MONTSOURIS, FR",7/5/2011,0,,74,89,61
"PARIS MONTSOURIS, FR",7/6/2011,0.01,,67,82,60
"PARIS MONTSOURIS, FR",7/7/2011,0,,65,76,54
"PARIS MONTSOURIS, FR",7/8/2011,0,,66,76,58
"PARIS MONTSOURIS, FR",7/9/2011,0.02,,65,71,60
"PARIS MONTSOURIS, FR",7/10/2011,0,,67,75,60
"PARIS MONTSOURIS, FR",7/11/2011,0,,71,83,58
"PARIS MONTSOURIS, FR",7/12/2011,0,,67,81,62
"PARIS MONTSOURIS, FR",7/13/2011,0.23,,62,69,58
"PARIS MONTSOURIS, FR",7/14/2011,0.02,,63,72,53
"PARIS MONTSOURIS, FR",7/15/2011,0,,69,81,56
"PARIS MONTSOURIS, FR",7/16/2011,0,,65,79,
"PARIS MONTSOURIS, FR",7/17/2011,0.77,,61,68,55
"PARIS MONTSOURIS, FR",7/18/2011,0.01,,61,69,56
"PARIS MONTSOURIS, FR",7/19/2011,0.11,,58,66,55
"PARIS MONTSOURIS, FR",7/20/2011,0.97,,60,65,55
"PARIS MONTSOURIS, FR",7/21/2011,0.09,,62,70,58
"PARIS MONTSOURIS, FR",7/22/2011,0.02,,63,72,
"PARIS MONTSOURIS, FR",7/23/2011,0.12,,60,68,55
"PARIS MONTSOURIS, FR",7/24/2011,0.13,,62,71,54
"PARIS MONTSOURIS, FR",7/25/2011,0.01,,67,77,59
"PARIS MONTSOURIS, FR",7/26/2011,0,,66,75,61
"PARIS MONTSOURIS, FR",7/27/2011,0.01,,62,70,58
"PARIS MONTSOURIS, FR",7/28/2011,0.02,,65,72,60
"PARIS MONTSOURIS, FR",7/29/2011,0,,65,74,58
"PARIS MONTSOURIS, FR",7/30/2011,0,,65,74,56
"PARIS MONTSOURIS, FR",7/31/2011,0,,66,78,55
"PARIS MONTSOURIS, FR",8/1/2011,0,,70,81,57
"PARIS MONTSOURIS, FR",8/2/2011,0,,73,84,60
"PARIS MONTSOURIS, FR",8/3/2011,0.39,,71,82,64
"PARIS MONTSOURIS, FR",8/4/2011,0.02,,69,80,64
"PARIS MONTSOURIS, FR",8/5/2011,0.31,,68,78,63
"PARIS MONTSOURIS, FR",8/6/2011,0.89,,65,71,
"PARIS MONTSOURIS, FR",8/7/2011,0.15,,62,71,55
"PARIS MONTSOURIS, FR",8/8/2011,0.23,,61,70,56
"PARIS MONTSOURIS, FR",8/9/2011,0.11,,62,67,57
"PARIS MONTSOURIS, FR",8/10/2011,0,,65,75,52
"PARIS MONTSOURIS, FR",8/11/2011,0,,69,78,56
"PARIS MONTSOURIS, FR",8/12/2011,0,,69,76,63
"PARIS MONTSOURIS, FR",8/13/2011,0.02,,68,75,62
"PARIS MONTSOURIS, FR",8/14/2011,0.17,,67,73,62
"PARIS MONTSOURIS, FR",8/15/2011,0,,66,75,58
"PARIS MONTSOURIS, FR",8/16/2011,0,,71,81,62
"PARIS MONTSOURIS, FR",8/17/2011,0,,71,82,61
"PARIS MONTSOURIS, FR",8/18/2011,0,,71,78,64
"PARIS MONTSOURIS, FR",8/19/2011,0,,70,79,65
"PARIS MONTSOURIS, FR",8/20/2011,0,,75,87,61
"PARIS MONTSOURIS, FR",8/21/2011,0.06,,80,92,
"PARIS MONTSOURIS, FR",8/22/2011,0.01,,72,86,65
"PARIS MONTSOURIS, FR",8/23/2011,0.01,,72,81,65
"PARIS MONTSOURIS, FR",8/24/2011,0,,68,76,61
"PARIS MONTSOURIS, FR",8/25/2011,0,,71,78,63
"PARIS MONTSOURIS, FR",8/26/2011,0.52,,62,73,
"PARIS MONTSOURIS, FR",8/27/2011,0.1,,60,69,54
"PARIS MONTSOURIS, FR",8/28/2011,0.27,,61,67,56
"PARIS MONTSOURIS, FR",8/29/2011,0,,60,69,53
"PARIS MONTSOURIS, FR",8/30/2011,0,,60,71,52
"PARIS MONTSOURIS, FR",8/31/2011,0,,64,73,53
"PARIS MONTSOURIS, FR",9/1/2011,0.01,,69,81,59
"PARIS MONTSOURIS, FR",9/2/2011,0,,74,85,63
"PARIS MONTSOURIS, FR",9/3/2011,0,,74,89,63
"PARIS MONTSOURIS, FR",9/4/2011,0.57,,66,74,
"PARIS MONTSOURIS, FR",9/5/2011,0.06,,62,70,57
"PARIS MONTSOURIS, FR",9/6/2011,0,,64,71,55
"PARIS MONTSOURIS, FR",9/7/2011,0.02,,62,69,57
"PARIS MONTSOURIS, FR",9/8/2011,0,,62,67,57
"PARIS MONTSOURIS, FR",9/9/2011,0.03,,71,78,65
"PARIS MONTSOURIS, FR",9/10/2011,0,,74,89,63
"PARIS MONTSOURIS, FR",9/11/2011,0,,63,79,60
"PARIS MONTSOURIS, FR",9/12/2011,0.31,,66,74,59
"PARIS MONTSOURIS, FR",9/13/2011,0,,65,71,
"PARIS MONTSOURIS, FR",9/14/2011,0,,59,68,51
"PARIS MONTSOURIS, FR",9/15/2011,0,,62,71,52
"PARIS MONTSOURIS, FR",9/16/2011,0,,64,78,54
"PARIS MONTSOURIS, FR",9/17/2011,0,,61,73,
"PARIS MONTSOURIS, FR",9/18/2011,0.24,,56,64,49
"PARIS MONTSOURIS, FR",9/19/2011,0.02,,59,67,54
"PARIS MONTSOURIS, FR",9/20/2011,0.01,,62,67,57
"PARIS MONTSOURIS, FR",9/21/2011,0,,65,68,60
"PARIS MONTSOURIS, FR",9/22/2011,,,62,68,56
"PARIS MONTSOURIS, FR",9/23/2011,0,,59,,52
"PARIS MONTSOURIS, FR",9/24/2011,,,64,74,52
"PARIS MONTSOURIS, FR",9/25/2011,0,,67,78,57
"PARIS MONTSOURIS, FR",9/26/2011,0,,69,79,59
"PARIS MONTSOURIS, FR",9/27/2011,0,,69,78,62
"PARIS MONTSOURIS, FR",9/28/2011,0,,71,83,60
"PARIS MONTSOURIS, FR",9/29/2011,0,,70,83,59
"PARIS MONTSOURIS, FR",9/30/2011,0,,70,85,58
"PARIS MONTSOURIS, FR",10/1/2011,0,,71,84,59
"PARIS MONTSOURIS, FR",10/2/2011,0,,70,82,60
"PARIS MONTSOURIS, FR",10/3/2011,0,,69,82,56
"PARIS MONTSOURIS, FR",10/4/2011,0,,66,74,60
"PARIS MONTSOURIS, FR",10/5/2011,0,,64,68,59
"PARIS MONTSOURIS, FR",10/6/2011,0,,60,67,
"PARIS MONTSOURIS, FR",10/7/2011,0.05,,54,59,50
"PARIS MONTSOURIS, FR",10/8/2011,0.03,,54,57,51
"PARIS MONTSOURIS, FR",10/9/2011,0.02,,60,63,53
"PARIS MONTSOURIS, FR",10/10/2011,0.19,,62,65,59
"PARIS MONTSOURIS, FR",10/11/2011,0,,61,64,
"PARIS MONTSOURIS, FR",10/12/2011,0,,60,63,58
"PARIS MONTSOURIS, FR",10/13/2011,0,,61,67,
"PARIS MONTSOURIS, FR",10/14/2011,0.01,,54,62,
"PARIS MONTSOURIS, FR",10/15/2011,0,,51,62,42
"PARIS MONTSOURIS, FR",10/16/2011,0,,53,63,43
"PARIS MONTSOURIS, FR",10/17/2011,0,,56,63,50
"PARIS MONTSOURIS, FR",10/18/2011,0,,53,61,
"PARIS MONTSOURIS, FR",10/19/2011,0.34,,49,56,
"PARIS MONTSOURIS, FR",10/20/2011,0.03,,47,54,
"PARIS MONTSOURIS, FR",10/21/2011,0,,45,54,38
"PARIS MONTSOURIS, FR",10/22/2011,0,,43,53,35
"PARIS MONTSOURIS, FR",10/23/2011,0,,52,65,42
"PARIS MONTSOURIS, FR",10/24/2011,0,,55,64,45
"PARIS MONTSOURIS, FR",10/25/2011,0.28,,55,62,
"PARIS MONTSOURIS, FR",10/26/2011,0.23,,53,,
"PARIS MONTSOURIS, FR",10/27/2011,0,,55,63,48
"PARIS MONTSOURIS, FR",10/28/2011,0,,59,63,54
"PARIS MONTSOURIS, FR",10/29/2011,0,,60,63,57
"PARIS MONTSOURIS, FR",10/30/2011,0.01,,57,60,52
"PARIS MONTSOURIS, FR",10/31/2011,0,,55,64,49
"PARIS MONTSOURIS, FR",11/1/2011,0,,52,57,
"PARIS MONTSOURIS, FR",11/2/2011,0.21,,56,63,48
"PARIS MONTSOURIS, FR",11/3/2011,0,,60,63,
"PARIS MONTSOURIS, FR",11/4/2011,0.44,,58,64,53
"PARIS MONTSOURIS, FR",11/5/2011,0.49,,58,63,56
"PARIS MONTSOURIS, FR",11/6/2011,0,,57,59,
"PARIS MONTSOURIS, FR",11/7/2011,0,,52,56,
"PARIS MONTSOURIS, FR",11/8/2011,0.04,,50,52,49
"PARIS MONTSOURIS, FR",11/9/2011,0.06,,55,62,51
"PARIS MONTSOURIS, FR",11/10/2011,0,,50,57,
"PARIS MONTSOURIS, FR",11/11/2011,0,,48,49,46
"PARIS MONTSOURIS, FR",11/12/2011,0,,53,62,46
"PARIS MONTSOURIS, FR",11/13/2011,0,,50,59,
"PARIS MONTSOURIS, FR",11/14/2011,0,,47,57,42
"PARIS MONTSOURIS, FR",11/15/2011,0,,41,47,38
"PARIS MONTSOURIS, FR",11/16/2011,0,,39,42,36
"PARIS MONTSOURIS, FR",11/17/2011,0,,50,56,40
"PARIS MONTSOURIS, FR",11/18/2011,0,,50,56,45
"PARIS MONTSOURIS, FR",11/19/2011,0,,48,56,42
"PARIS MONTSOURIS, FR",11/20/2011,0,,48,56,42
"PARIS MONTSOURIS, FR",11/21/2011,0,,49,55,44
